REVIEW,RATE,THUMBS_UP_COUNT
"Only because they say a lot about same day delivery, Express delivery but when you actually order no option is available",3,0
Not bad,3,0
App is good but payment issues if trying to pay via paytm,3,0
Good app,3,0
Prices are too high,3,0
All the things is good but there is no correct customer care call number.. I called many times but it's a wrong number.. and thr is no another number to contact.. what's the contact number.. I juzz can't belive tat u guys don't have any contact number..,3,0
"I've been ordering from big basket for quite a while now and i always ended up with a good experience. However, one tiny mistake is enough to kill the impression no matter what the odds are and now i am very disappointed on receiving expired products which is a shame actually.. this is something that shouldn't be happening during a pandemic. Virus and expired food?? Come on.. please check before you pack the stuff",3,0
It's a okay app...but when I try to order something it always says that no slot's are available...,3,0
Nicw app for essentials. Only few things. It wasn't taking order before this coz it was saying schedule n vehicle was full slot. Also its good that you deliver fast but the 8.30- 10.30 ... Most of the time delivery happening 10.30 After which is not convenient nd cool time... The delivery should be not asking too much Questions inspite of explaining the adress so many times. Rest is Cool!,3,0
"Easy to order but much higher rates than competitors, specially groafers",3,0
I am using this since two years.. They have amazing products but worse discount and their policy for ordering is pathetic. If the payment fails the order will automatically placed on COD.. And the option for Pay Now is never working.. I have to cancel the order and again fill the cart and again try to pay.. Grofers is far better than BB in discount and payments and also points. I use BB only if product not available in grofers or Amazon..,3,0
Since the past 5 days m trying to find a slot but unfortunately even after having a Big Basket star membership m unable to get a slot. What's the use of subscribing to star membership when I can't even get a slot. Totally disappointed!!! Personally prior I have ordered from BigB and the products are really good. But now after being a BigB star member I expect to get priority slots atleast!,3,0
Too much high price compare to local market,3,0
pls make other language special for gujarati for eassyly find items,3,0
Availability option should be at the time off listing,3,0
"Quality of BB royal brand isn't up to the mark. Many times once you add a product of other brand to the cart and try to check out, it shows the product is unavailable and shows a BB product as alternative.",3,0
Prices are higher than normal and items are properly sorted. If the USP is fresh vegetables and dairy products....then the quality control should be maintained at that level.,3,0
"It a wonderful experience shopping here. Only concern is that if we couldn't pay online.. The order should not be processed. Sometimes we order to different location where elderly people are there , so payment may not be possible on delivery. You accept orders first even if payment fails online. Pls change that mode.",3,0
Okay.. several irritants,3,0
"App does not show ""out of stock"" products in the display when you selects for the cart but shows at the time of final check out that is why it wastes our time. Secondly, you go to click something and opens something else. So, it should be improved.",3,0
"The store has almost all grocery, but little pricey on some products. But the thing I hate about is the cancellation of some items in orders and the refund not being initiated to original payment method, instead falls into there app wallet. This is nonsense and if you don't fix this, I will quit using this app.",3,0
Some items are costly than normal or on other purchasing options. Rest experience is good,3,0
"Hey Bigbasket, As you are a Reputed Indian Brand i would like to suggest you to curb chinese investment in your Business.And please take care of your current chinese investments , kindly make big basket chinese investment Free.",3,0
"SMS send for availability of product,,,,,, but product on website showing unavailability??",3,0
Everytime the slots are unavailable Though ordering process is fine the slot problem makes it unusable,3,0
Not good,3,0
"While I was satisfied with your service, I am not happy with the mismatch of delivery period shown in the site & actual delivery date and time appeared during ordering.",3,0
Nice,3,0
"Rates are high comparing to outside, but because of corona every one is using .",3,0
We shouldn't buy online Fruits and avocados. If we buy we will be cheated.,3,0
good,3,0
Good,3,0
Fruits are always not fresh,3,0
"Very disappoint with this app. I am first time user ordered an item but it is not delivered and customer service is worst, no respond regarding with delivery and refund of money.( Edit: they refund money into bigbasket balance after 5 days. But need to improve customer service regarding transparency to customers about their complaints. )",3,0
I am really fed of Big basket everytime modifying the order. Out of all the thing you guys will never have any 1 thing and you modify the order. Really upset with this service.,3,0
Excellent delivery on time and easy to use but out of stock products must be in stock to get more popularity,3,0
Always gives option for cashback ....but never got any cashback from bigbasket.... If u are not going to give any cashback than dont make fool by giving luring promocode......vry disappppointing,3,0
Many items showing forst available goes out of stock while checkout. N Sodexo card is not supported however earlier itbwas supported.,3,0
-2 for last minute cancelation of some items.,3,0
I haven't found any problem with your service. But In my last Order I bought GRB ghee bottle which was unsealed (the inner cover between bottle and cap was missing). I need replacement with new sealed one,3,0
Big basket says they can't service even though am inside corporation limit of chennai metropolitan.. can't understand customer should dance according to BB tunes because they have SRK as brand ambassador.. j am not and not buying for SRK am buying cor my own convenience.,3,0
It is very nice but so many items are there when I order and when it is coming out of stock on the delivery day. Even too many bugs,3,0
"Before check out itself if you could notify that certain items are not available, it would be helpful, other than that app is brilliant",3,0
I am really frustrated with most of the vegetables ladyfingers kumro in particular which are rotten.,3,0
"I love this app, but i am faced so many problems, on my first order i received incomplete items and they took money but not sent the items. And, please start cash on delivery as soon as possible..",3,0
Fruit and vegetables quality is really bad . Really bad experience Delivery slot problem . Other service is very good.,3,0
I wish if I could get better quality vegetables and fruits. The second time when I ordered i got rotten fruits which I had to through. Please improve the quality of perishable items,3,0
Ok,3,0
Poor filtering. I am surprised whether u have QAT/ UAT testing team or not. If I typed in search Dates without seeds ....result without filtering everything is displayed.,3,0
Good,3,0
Shipping charges are not transparent. 40 items splits into 30+10 and imposing delivery charges on 10 items which is not fair. Other type of shipment hidden bottom..,3,0
Good one,3,0
Some what high price and high delivery charges,3,0
Ok not bad,3,0
Rates are high,3,0
Delivery people are rude and do not deliver at doorstop,3,0
Earlier I was satisfied but recently in last 2/3 occasion I lost the confidence inBB supplies were not correct vegetable given were spoiled and had to be thrown mango were raw look before delivery.,3,0
"Ordered on 28th June morning for that day evening slot, while failing to deliver as scheduled, they unilaterally changed the slot to July 1st. This is atrocious still worse mails, complaints were treated with least respect. I have been with them quite long time. Service had been good, as they grew it has deteriorated.",3,0
Sometimes after adding item it ll tell usnlike ulc r not available for delivery especially in lockdown 😒,3,0
My bbstar amount paid but not activated,3,0
Good,3,0
Not bad,3,0
Ok,3,0
Payment process and discount voucher application is just pathetic.,3,0
Service become slow and unpredictable,3,0
"Initially they given good quality products, now a days they will giving stocked vegitables and packing quality also poor..",3,0
No contactless delivery is being followed while other ecommerce operators are following it..,3,0
They cancel orders on their own convenience and still charge fee for delivery. They also create a loop where they will only refund back to bb wallet which you can't use anywhere else. Hence making you forfeit to use your money only at there disposal.,3,0
Too much higher price than market,3,0
"What's wrong with the app,u show standard delivery slot available at first but decline the order at payment showing no slot available.",3,0
"The delivery personal always refuse doorstep delivery. They will always stand at the main gate of the apartment. If i have to get down to get my groceries, then why i am ordering from big basket? If i have to come down to get my items then i can always go the local shops or the family mart.",3,0
Good overall if you are okay with throwing tomatoes and potatoes as soon as they are delivered as vegetables are rotton generally. Overall okay if no better option nearby.,3,0
Payment is a hazard,3,0
Quality of some fruits& vegs not to mark,3,0
It need to have cash on delivery in present situation,3,0
I keep getting notified of things that are still out of stock!! I set Fresh cream on 'notify me' and kept getting notified twice a day even when it wasn't still back. And there is no way to raise this issue within the app itself.,3,7
"Need prompters when first few alphabets are typed, don't allow cart to be loaded if products are out of stock, search engine is very poor",3,0
"Payment option is not good. At the time of payment, there is an issue. I am also not able to use sodexo card in this site. In grofers, it is easy to use sodexo. Availability of variety of products is one good thing though.",3,0
Good,3,0
Slow in loading and don't find delivery slots for a long time,3,0
"Giveing service it's good but kabuli chana and brown chana and vegetAbles and fruit quality is really bad, Please look in to this",3,0
"My last experience of buying vegetables from BB was way too horrible. Amongst the items were few rotten tomatoes and cucumbers. Therefore, I stopped buying live food items and instead keep on buying the other packed stuff.",3,0
Ok,3,0
Vegetables and fruits gets rotten very soon or will start fresh forever. Wonder what kind of chemicals or preservatives they use.,3,0
Good,3,0
Bagwan patil delivered the items.very polite and kind.thanks for ur service.,3,0
"The Card offers in Bigbasket is a scam and none of them. They will not hpnout payment initially and when use Pay Now from My Orders after placing the order, the coupon/discount will show, but asks you to pay the full amount.",3,0
As soon as an item price increases i am charged for the extra price inspite of the fact that i had already placed my order.,3,0
"There is option to save item for later, but there is no way to view saved items. Ridiculous.",3,0
Bigbasket app is amazing but little disappointment that they wont deliver to Ananthapur,3,0
Sometimes products is not good quality,3,0
"Very first order, I am dissatisfied. Every Tuesday there is ICICI offer for this month. Ordered as per required guidelines, only to find payment failing forcing me to use alternate card. In addition online payment is preferred since there is liquid cash crunch. But you are suggesting to go for COD. I personally feel that this isn't the right customer centric approach. I lost the voucher application and had to pay the full sum too. Will there be any solution? No reply from app team either.",3,0
"On home screen slot is available however at the time of payment it is showing slot is not available, I am trying since last 3 days...please resolve",3,0
Slots always unavailable after noon,3,0
During this lockdown period this app was helpful at beginning but now all I can see is no slot availability complicated to place orders now,3,0
One or two items you order are always out of stalk and you know about it once you have placed the order and payed.,3,0
I am a bb start costumer of big basket but I do not recommend to try this.they just showed the voucher coupen bit in real time when u are going to apply transection gets failed and it convert to COD,3,0
Good.. Team...I'm not getting any products from past 4months.. due to this covid u need to extend Bb membership and try deliver goods while they are available in other apps...so first deliver some goods.. i had big list added to cart but still not available??? then how come others delivering them??? .will update rating once received some goods.,3,0
"Good app, but delivery slots are almost never available",3,0
I tried to return few items due to low quality but I'm not getting time slot,3,0
Good service but getting a slot is very difficult not able to place order,3,0
Good,3,0
Nice,3,0
Ok,3,0
Every thing I need is out of stock u need to stock up faster,3,0
Almost all of the items are out of stock all the time which makes the app no use sometimes...great app though,3,0
I love big basket but i really need cash on delivery option in lockdown other apps like flipkart supermart nd all have cash on delivery option in lockdown also but i really don't like to shop from that apps plz it's my humble request to you guys plz add COD option it's getting very difficult to me for buying things from outside because of this virus😷🙏🏻🙏🏻🙏🏻,3,0
"I'm forced to write a review here because there's no appropriate channel for my complaint in the app. I had my second delivery in two consecutive days today, and my packets of bread have been undelivered both times. They're always shown as stocked when I'm adding to the basket. I don't understand how that works?",3,0
All other e commerce accept cash on delivery.... I think you should accept cash on delivery,3,0
"Wonderful shopping experience for all your grocery needs but many more payment options should be introduced like Amazon wallet icici pockets bank wallet and many more payment methods, refund takes 7 to 9 days, refund should be processed fast instant atleast with 24 hours for all the cancelled orders",3,0
"Today my order went through,but for last three months I used to spend about 1/2 an hour in selecting everything and at last they would tell me they r not delivering in my area or the slots r full. This should be told first, so that your customers don't waste their time.",3,0
Currently it is not displaying My Account option on the first page.,3,0
Good,3,0
For some areas or address the delivery is unavailable. Please do something for this.,3,0
"I have added products to my cart on web app. Then installed android app and logged in using phone number. To my surprise, my basket become empty on android as well as web app. There were 40 items and all gone from the basket. Now I have to search products and add them again. Too much boring!",3,10
Discounts are less and item run out very early but overall experience and service is satisfactory. Need to reduce minimum delivery price to 600.,3,0
Till now i was happy with big basket service. But now I m not able to return the items.,3,0
A good app but customer service isnt good. One executive kept my call on hold for 7-8 minutes and didn't answer back. The app is a bit slow and hangs sometimes.,3,0
Good,3,0
The app is slow.... Gets a bit frustrating...it is still very slow... Regular feature😕😕😖,3,0
Material is not available like others. Rates are high.,3,0
Brand ambassador srk nhi hona chahiye 🔥,3,0
"Maybe it the population or the market, a lot of ""exotic"" goods are always out of stock... That's not good...",3,0
"Slightly Slower than browser based. Sometimes it hangs. Have to restart. If I have to add to same order in the same slot, it does not take more than two orders per slot. Orders can be merged instead of keeping them as separate orders if add on items are ordered for same slot. Usually add in orders are for items that were not available when they were ordered first time and get notified later on their availability after primary order had been placed.",3,56
OK,3,0
"When we apply the Vouchers The transactions get failed and is converted into cod for some error issue. Therefore, we don't get any discount on vouchers.",3,0
"I purchased fish from BB, and the condition was very worse The flesh was coming out of the bone and stinky too.. Earlier also when I bought egg it was rotten and worms were coming out.. When complained to the delivery boy he asked to make a complaint to BB team.. Why is that the quality is not maintained for the money paid?? Really unexpected from BB..",3,0
"Big basket people please deliver frankfurters and bacon in my city, for the past 3 months I have only seen things like not available, now I just feel like crying over and over again looking at that, please make it a available for us to buy. The city being Lucknow, please big basket you are my only source of hope in this lockdown .",3,0
I have been using bb for several years with ease and all products easily available though many were at MRP . But now due to lockdown I find it difficult to get a slot. They should differentiate between new customers and loyal customer they can treat both same. Now many items go out of stock once we confirm there.is no way of remembering the out of stock items. This has to be corrected,3,4
It's better to notify in advance if the product order is not getting delivered so we can get from somewhere else. Other than this awesome delivery and service. Keep rocking,3,0
Nice,3,0
I am using this admist the pandemic and can this this is much better than all other available...,3,0
Send with proper packing,3,0
Good,3,0
Facing issue after adding items more than 45 in cart. Unable to view or order items in cart. Error says unable to process.,3,0
Not available in local area.,3,0
Not very fast or smooth,3,0
Don't cancel item after placing order,3,0
"I was not at home when the delivery agent came and called up at my building, i told him to hand it over to the watchman, he said okay but when i went home the watchman said nothing got delivered, i called up the delivery agent to enquire it but he rejected my call twice and blocked me, so i called customer care, they took my details and said they will get back aftrer 30 mins ,i waited but nobody called back, i called again and another executive said the same but even she did not call back again.",3,0
Updating as service other than below is good. Huge decline in customer service. Be careful with new orders. Trying to scam with cancelation charges and the customer care number is not dialable from Airtel. Chat customer care only does copy paste without even reading queries.,3,1
Required more vegetable options,3,0
"App has become very slow, great service though.",3,0
Good app.,3,0
Many of the items are not available in stores.,3,0
They charge full amount online then deliver less. They don't return the balance amount back to your account. It goes into bbwallet without your permission.,3,0
Increasing rating post big basket returned money.,3,0
Two out of the lot found rotting/ defective. Complaint given. Action ??,3,0
"Not very satisfied with the perishable products that they deliver. Also lately there seems to lot of issue with the app, shows but does not allow to select, shows payment page but fails to complete payment. I hope somebody verifies all this and fixes the issues.",3,0
Quality and service has deteriorated.,3,0
Happy. Satisfied. Just during lockdown they performed badly...,3,0
App is unstable...even after latest update.. Please take care..,3,0
They should take orders anyway. Even to place order we have to wait and keep on trying multiple times. Also COD is not always available...,3,0
Very poor service.,3,0
Good platform gives home delivery in all places and my go to app but price is hiked and less coupon options are given.,3,0
Good app good support sometimes there is laxity in orders are not checked perishable items received are not in good condition. Which needs to be checked by the delivery staff had bad experience so stopped buying fruits and veggies. Other products genuine no issues faced. App performance is very good.,3,0
Should have more stuff included,3,0
"Why don't you allow sodexo payment online. It's available on every other app like swiggy, zomato, cultfit. Why not on BB",3,0
Items pricing is high as compared to other grocery platforms but service is good.,3,0
"Dear bb I want non halal meat , possible??",3,0
Not good but ok,3,0
Price are now no more competitive. Need to give more offers while payment. Benefit of direct marketting is not passed on to buyers.,3,0
Fine,3,0
"There needs to be an option to add more items to the cart that is paid for and still not out for delivery seriously the one might need to add items later, and as for the option to order again and select the same time slot that is not working too as it's showing can place only one oder at a time. I mean i am going to just add more items to same cart that is the problem, that's surely an inconvenience for us and loss for the company",3,17
"/customer calling number is premium number, will empty your pocket before you even realize it /chat support has issues",3,0
Good,3,0
"Big basket sucks..!!! At dis time of lockdown, big basket was showing ""NO SLOT AVAILABLE "", n dis was showing frm last 3 months. It's ur job to provide essentials at dis time of need. At d other side Amazon was delivering essentials all over d world. Ur service is good, but it really dissapointed me, wen i wanted to order n der was showing ""NO SLOT AVAILABLE "".",3,0
"It was quite good...only the delivery slots were not really flexible, but thats alright...",3,0
All the items are too good. But recently I can not submit my orders .what am l do ?,3,0
Most of the products are not available in my area or everywhere nowadays!,3,0
The slot for delivery is a full day anytime slot which is not good. It should be a more acceptable like forenoon or afternoon or evening slot.,3,0
Kinda Costly,3,0
This is good,3,0
Satisfactory,3,0
the sugar packet delivered today is torn and sugar is pouring out.Kindly replace.,3,0
High delievery charges.,3,0
I expect you will deduct my Rs 300 (for BB star membership) on wallet on time so that I dnt have to remind you. Last time I had to remind you. Thank you. Mandira Mazumder,3,0
Product options are less,3,0
Sometimes quality isn't so good.,3,0
delivery boy told me more bill amount,3,0
Everything is fine in this basket but customer service is not good.,3,0
"The quality of the materials are really good. Mangoes are great. The only problem is, they would cancel items before delivery, so effectively, you have to order agin paying the delivery charges again. Personally, I don't care about the delivery time as long as all the items ordered are delivered in one shot.",3,0
"Items which are not of consumable quality, should not be dumped / delivered to customers...",3,0
All the time the slots are full. I really don't get this part.,3,0
App functions really slow,3,0
Delivery charges are same for orders above 500 and even below 500 it shows Rs 50.,3,0
OK,3,0
Presente bigbasket vegetables not fresh wait less...I orderd k Litchi fruits today 500gms..its not 500gms..,3,0
Love it but half the products are not available in my area.,3,0
"Very good experience. During the entire 3 months period, i couldn't get a single slot. And, how can i give 5 star. Its not worth",3,1
its working fine now,3,1
Good service,3,0
Good,3,0
The app is good. BigBasket's service is bad. Almost every order has items missing or undelivered. And the refund goes into a wallet instead of being returned to you. This forces you to shop again in order to use your own money stuck in the wallet.,3,0
"I had given a 5 star rating earlier and was very happy with the order delivery. But in the last 3 consecutive orders, post order confirmation and payment there have been items which were informed to be not available. The payment made for these items is not refunded to the credit card but only into the BB wallet. In my last order which amounted to ₹984, ₹675 was credited into my wallet due to non availability of items.",3,0
Ok. Delivery charges may be waived if order is for more than 1000/ Please consider.,3,0
Sign up is very difficult,3,0
Costly as compared to market,3,0
Everytime i order u used to say unfortunately its not available.. Whats wrong.. In this lockdown period u should not behave like this.. Everytime..i got dissappointed.. Not expected,3,0
"Delivery is good, they deliver on time, but the prices of the products are really high, they don't even decrease one rupee also, they sell for MRP rates only",3,0
Almost always the slots are full in the last 2.5 months. This app is of no use for me. Did not even receive the discount after my first order.,3,0
Good,3,0
Keep all the products,3,0
"Your service needs a lot of improvement when it comes to timely deliveries, availability of slots and products and especially your customer service timings which need to be available for a longer duration atleast on working days. There is also so much wait time when it comes to reaching out to call support everytime, so that could also be improved. I also hope you guys implement the delivery guarantee policy once again. It's high time!! This is my overall feedback regarding Big Basket's service.",3,0
On delivery some items will definitely be out of stock and the money will be refunded in the wallet instead of my payment channel which is the one thing i hate the most about big basket.,3,0
Unable to order since 3 months always it's showing all slots full.,3,0
"Groceries no doubt the quality are really good but fruits vegetables meat I must say very bad I received rotten beetroot, Potato,papaya and it was stinking n fungus growth. During the lockdown we understand the situation but rotten veggies, fruits are not acceptable and meat instead of fresh u send frozen by the item it reach it would have melted,and all the items will b stinking .....",3,0
Not getting delivery slot for the last few days 😢,3,0
Very slow,3,0
It's a meh Pretty Gr8 selection but they also don't have products they should and also have weird selection they shouldn't have.,3,0
"Why are you not integrating Sodexo online payment to your app's interface. It will help a lot of people, especially during this lockdown where they can't use their Sodexo money anywhere.",3,0
"I have been using this app for years never had any problems , recently its hard to get delivery slots . I understand that it's limited. Anyways that wasn't much of a problem but recently I ordered finally got a delivery slot. On the day of the delivery , personnel's didn't come and I was given the reason they couldn't contact me.I was told the delivery will take place the next day .they didn't come thr next as well and then Iam asked to cancel and reorder , I need to be able to order . I would !",3,12
ok,3,0
This time vegetable is not good,3,0
Nice one,3,0
Can you pack in boxes?,3,0
Could have rated more but the delivery executives made me come out of our area because ours has been declared recently a red zone and so i was forced to pick up my goods worth 5k. We struggled to carry them back home. The whole purpose of bigbasket is convenience which lacked here.,3,0
My bb app is not opening. Plz fix the bug. Tried uninstalling and reinstalling several times. Reported the problem also.,3,0
"Not able to open this app.. BB is one of the most preferred app of mine.. But now a days, while trying to open this app , it is showing some error.. Please fix it asap",3,0
The app keeps stopping even if the installed version is the latest one.,3,0
"The quality of fruits and vegetables are not very good, rates are high, minm order is for 1200, or pay delivery charges. Ashirvad Ata multigrane, received on 2/6, mnfd date 22.3.20 valid for 3 months, I have to use this after expiry date. It's not fair.. Presently MRP is minm 20% up, all products not available, seeing this for last two months. Example. Gur, Toast/ Rusk, . Delivery not on time, waiting for 3 hours schedule time, it's delayed, delivery boy phoned ask for concession .",3,0
Some items are being sold at higher prices than usual market prices,3,0
App is good but not up-to-date. Certain items listed as available on the app are infact out of stock when you place your order. This is so irritating.,3,0
One apple and a mango was rotten.,3,0
The watermelon that I ordered was supposed to be between 1.7kg to 2.5kg but it turned out to be hardly around 1kg,3,0
"When i order my necessary things, thay are gave my oder 3 days leter...today i gave my oder...all are good...but 1 snacks pack is full open.....when i saw this,, delivery man are gonna...",3,0
It's ok,3,0
Bugs coming in lately Auto shut by app,3,0
"They have pretty good and fresh fruits and vegetables. But during the covid scenario, I have seen unhygienic methods of delivery and delay in the delivery process. Therefore, I reduce my ratings from 5 star to 3 star",3,0
App is slow.,3,0
App has lots of bugs,3,0
After payment app show some fishing website,3,0
Payment issues,3,0
Good in service Bad at prices,3,0
Very bad in the last 60 days. They have not respected senior citizens. And made life miserable for them by Removing COD.,3,0
This app has been crashing regularly for the past one week. I have tried almost everything but in vain.,3,0
I have always been very dependent on Big Basket for almost all my supplies. But I haven't found a single slot since last 1 month despite not being in a containment zone. It is disappointing.,3,32
Vegetable quality degraded over the past weeks. Specially leafy vegetables Was good before lockdown,3,0
Initially I ordered a couple of times from the app but I just updated the app and seems to not function properly.,3,0
Too many items go out of stock Every time slot changes aftrr confirmation of availability,3,0
We are prime members.We are supposef to be exempted from delivery charges on orders of Rs 600.Our order delivered was for Rs 630 but we paid Rs 30 as delivery charges.Like to know why.,3,0
"Something is wrong, app is crashing immediately after opening. PLEASE CHECK ASAP.",3,0
Please integrate Zeta or Sodexo payment option also.,3,0
"Ever since the last update that was done 2 days before, the app keep crashing. Even after sending the error report, nothing is done so far. Edit:- as suggested by the Team, cleared cache and reinstalled app. It worked once and again its crashing. Dont know when can this be resolved by the Team.",3,0
Akways full slots in my area... Admi ka kami b to bolna be,3,0
App is not opening since few days. otherwise groceries are of good quality but really upsets about fruits and vegetables.they are not if good and fresh quality .so for veggies I will not refer to anyone .,3,0
App is not working on Redmi Note 7 pro phone...tried reinstalling it after 2-3 attempts again same issue....It does not open and closes the running app automatically,3,0
Ok not very good,3,0
Last 3 weeks I trying to orders some good s but unfortunately everytime getting slots not available. No doubt u t doing great job in this situation.,3,0
"What is Not for Sale,Not Available?",3,0
Although slots are available on home page.. Error message on checkout page.. Please resolve,3,0
First I was happy with bigbasket but now a day's very disappointed with the products which I order not good quality.,3,1
Good,3,0
Most of the things are good except that they don't have chat for customer support so reducing the rate..chat bot does not help much,3,0
Good. But plz deliver full order.,3,0
"Was initially good, but has deteriorated in terms of delivery and quality. The fresh fruits and veggies are really horrible. I ordered for watermellown and it had collapsed inside as in no red fleshy part was there. Mangoes literally had about 12 to 15 worms moving around ... which means they are not being checked befre delivery!",3,0
Not satisfied,3,0
Big basket giving their best for Delivering goods so far but it needs some review like improve the vegetables Veraities. Most of the vegetables are not available in Big Basket so my next order will be depending their improvement of vegetable itmes.,3,0
"The app sometime shows the next available slot time on home page but while checkout it displays message regarding unavailability of slots. This bug mislead the users, if the slots are not available don't show available time in home page too.",3,0
"A lot of items get not delivered beacuse of unavailability and instead of sending money back to orogonal source of payment, it gets added in bigbasket wallet and gets stuck there. So you are forced to order from BigBasket again. But again some items missing in next order. So you stuck in loop and you are forced to use bigbasket only",3,0
"Not much of a good experience these days. Every time I place the order, they accept it but cancel it just before arrival. My amount gets deducted each time. Not sure abt the refund. If u can't do it in time, plz don't accept orders",3,0
O .K,3,0
Improve search by specific. In-cosistant quality. Book or reject items straight away.,3,0
Good,3,0
Am trying to add product and then am placing the same with my current address its showing no slots available. But i just changed my address to another which is hardly 5 mins away form my house its showing slots are available. And one more thing is missing on the payment page that when i am trying to make the payment from Simpl app. There is no option provided but in the offer section there is offer running on .,3,0
Most of the items not availale,3,0
"Showing improvement in service. But very difficult to get a slot for delivery. Also too many items out of stock. A solution has to be found to this. Balance has been adjusted. Waiting for delivery tomorrow morning to see the quality. Still waiting for a resolution to the over 500 grams of ice in the ""1 kg"" packet of VIETNAMESE Basa of Empire Foods. Really baaaaaaaaad!!! But better than JioMart who take money but do not deliver!!!",3,1
"I have ordered 4 items and paid for the same, however during delivery time only 2 items were delivered , but on checking again those 2 items were actually available, but were not delivered. Please verify and confirm",3,0
App is not opening. I submitted the report.,3,0
"The latest software update dated 29 May , 2020 is leading to hanging of my android phone forcing me to force restart option every time I try to use the big basket software . Not able to use the big basket software at all. Till now it was a breeze to shop on big basket. Please solve the issue and oblige.",3,0
App doesn't get updated. Re installed the app,3,0
"The quality of green vegetables aren't so good. Many times I have found rotten potato, veggies and tomatoes in the packet. I would suggest they should work on providing quality Vegetables.",3,0
Every time atleast three times cancelled then only reach me and also half items.Always quality was good.yesterdays Anar and kiwi is not good.Anar I want to return and send me good one.plz tell me how its possible.,3,0
Never get slot and if slot is available items are out of stock,3,0
I'm using this app last 3 year. All were good in starting but now days it's headache. Quality issue with every 2nd product. Vegetables and fruits quality is so bad we can't consume them. Each time we try to contact the team need to said same problem again and again but can't contact with costumer care.,3,5
I placed an order yesterday and it keeps crashing. Am not able to open it.,3,0
Nice app to buy packaged items but keep an eye on expiry dates as they try to flush expired goods out and cheat customers who may not notice. Don't recommend this for fruits and veggies as their quality has down a lot.,3,0
Try,3,0
Vegetable are not of go od quality often.,3,0
Not delivered fresh fruits. Watermelon was rotten.,3,0
Y does it stop working so much since I m trying from yesterday,3,0
Gr8,3,0
Good,3,0
I was happy with the app but it started crashing it doesn't open and started getting error bigbasket keeps stopping,3,0
"While it has always been a smooth sailing process earlier, since I have relocated to Hyderabad BB is causing trouble. My online payment with debit card was debited thrice n the card got blocked. Doesn't happen with other sites, bit with BB earlier. Pls resolve the issue ASAP.",3,0
Currently this App it is not opening ever since I updated the App,3,0
Ok,3,0
Pricing on higher side but they have stock available,3,0
"Please don't become member, yoi will not get benefits during lockdown, money will be blocked. you can select items but cant order since delivery slots not available trying for last 3 days I am able to place the order, you need to continuously monitor the available slots",3,0
Crashes frequently,3,0
Very good,3,0
Pros. They will delivery u the next day. Cons. The item are expensive than grofers. I am bb star member and a grofer club member also.,3,0
I was told that for the first delivery I ll not be charged for delivery. But I was infact charged for it in the end. The layout of the app and the payment options were indeed impressive. Hoping that the delivery is timely and the quality of the products is excellent. I will come back for a detailed review later,3,0
Not better then grofers . When you order 10 items there will be only 6 modified and while delivering the send only 4 of it saying it's out of stock. If it is so they shouldn't show it as available,3,0
In case items are not available from the basket they should not be deleted while placing final order.,3,0
"There should be option under filter to filter out ""out of stock"" items. So that only items available for delivery should be visible. Showing all items including out of stock crates nuisance and disturbing",3,0
App stops and doesn't responds many times.. Also the chat option and interface is not very good,3,0
There is always shortage of stocks,3,0
"Everytime it says update & it was 1 MB/2 MB but when we download it takes 20MB / 30MB, why r u showing fake, u can show real, but why r u frightened.why r u cheating customer.",3,0
"Discounts wanted more, rates are high please check",3,0
app is not working after new update,3,0
"During this lockdown crises, It always shows that all slots are full 24×7. This is very much disappointed. I am trying to place the order from past 20 days. That's why the rating of this app is decreasing day by day. On the Home page, it is always written that Bigbasket deliveres over 30,000 people daily. Please stop giving this fake information. I hope that you will do the needful for those who are in need.",3,1
"I m giving four star because there is no option for alternative phone number , they cancelled our delivery if we are unable to pick up call",3,0
Expensive items (from market),3,0
Their delivery cost as well as taxes are a bit higher and usually in some places items are always out of stock but otherwise its good.,3,0
I wanted dark chocolate for my cake I have been ordering from three days and its getting cancelled. How can I say the order number as before the order is getting placed its getting cancelled.,3,0
Average quality,3,0
Ok,3,0
Hi can i do bill payment by ticket resturant card,3,0
We got a slot after forty days,3,0
Over all its fine but few glitches like some of the items gets cancelled on the day its supposed to be delivered and they don't notify you. The money is credited to bb wallet so we are bound to buy from them. Can not rely on bb for essentials.,3,0
Payment option is very poor . Even after paying the status shows not paid. Today when I got the delivery few items worth Rs 68 were delivered on COD basis . On making payment system was slow .And after that status awaited. The delivery boy didn't have change and online payment was not acceptable.,3,0
Excellent app,3,0
Though the slots are difficult to find but bb has helped me during lockdown to get stuffs... thankyou for that.,3,0
Good service but some dailyneed things are out of stock.,3,0
Appreciate the efforts you guys are doing to get these fruits and vegetables to our home but somehow one or two pieces in a item is received damaged and we are not able to exchange because other pieces are fine. Please take more care in delivering it and in packing the items. Except that everything is fine.,3,0
Veggies are good but delivery charges are too high,3,0
Not all the products I needed was available,3,0
"Very upset with the service, last one and half week I'm trying to place order, continuously I'm getting msg ""Unfortunately slots are not available"" but in slots it's showing available. Apart from this I called on customer service 2-3 times, they gave reason it's technical mistake, okay we understand their problems but yesterday when I called their executive told from tomorrow onwards you place the order it will work now so i tried in the morning but I faced same problem.",3,1
Good and varities of product. With limited offer. But one thing u should work on is that rate and review options. Because whenever giving a honest review. If its negative it never reflected or published. U only publish review with 5star. So learn to take both reviews.,3,0
